,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Nott'ham Forest,Elliot Anderson,ENG,MF,21,2002,30.3,1832,102,424,891,547,72,1832,75,36,48.0,30,40.0,932,5071,2366,52,32,21,60,49,1089,95
ENG-Premier League,2425,Nott'ham Forest,Eric da Silva Moreira,GER,"MF,DF",18,2006,0.3,13,3,7,4,2,0,13,1,0,0.0,1,100.0,4,26,11,1,0,0,1,0,3,1
ENG-Premier League,2425,Nott'ham Forest,Harry Toffolo,ENG,DF,28,1995,1.5,88,9,32,22,34,2,88,0,0,,0,,17,57,23,0,0,0,0,0,30,4
ENG-Premier League,2425,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,26,1997,6.6,407,26,110,247,52,7,407,1,0,0.0,1,100.0,171,759,283,1,2,0,5,4,236,4
ENG-Premier League,2425,Nott'ham Forest,James Ward-Prowse,ENG,MF,29,1994,4.4,205,13,49,115,45,1,205,0,0,,0,,92,407,170,1,3,0,3,3,115,3
ENG-Premier League,2425,Nott'ham Forest,Jota Silva,POR,"FW,MF",24,1999,9.5,357,19,83,104,181,46,357,34,10,29.4,15,44.1,175,1153,632,21,13,9,24,12,202,59
ENG-Premier League,2425,Nott'ham Forest,Matz Sels,BEL,GK,32,1992,38.0,1102,833,1082,20,0,0,1102,0,0,,0,,528,3230,1697,1,1,1,0,0,426,0
ENG-Premier League,2425,Nott'ham Forest,Morato,BRA,DF,23,2001,10.1,457,90,270,170,19,2,457,2,2,100.0,0,0.0,164,789,417,1,2,0,6,3,206,1
ENG-Premier League,2425,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,24,2000,31.1,1626,35,185,830,636,92,1626,77,31,40.3,35,45.5,923,5093,2566,69,52,13,70,44,1226,136
ENG-Premier League,2425,Nott'ham Forest,Murillo,BRA,DF,22,2002,35.4,1918,421,989,840,105,24,1918,37,27,73.0,10,27.0,821,4254,2531,22,25,1,19,10,989,5
ENG-Premier League,2425,Nott'ham Forest,Neco Williams,WAL,DF,23,2001,28.8,1565,155,558,574,453,45,1565,46,18,39.1,19,41.3,650,3952,2169,68,28,16,36,21,744,103
ENG-Premier League,2425,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",26,1998,21.8,1218,78,303,630,295,33,1218,9,3,33.3,4,44.4,471,1863,924,16,14,2,23,12,676,33
ENG-Premier League,2425,Nott'ham Forest,Nikola Milenković,SRB,DF,26,1997,37.0,1412,257,775,552,89,64,1412,1,1,100.0,0,0.0,547,2345,1116,3,3,2,4,2,727,6
ENG-Premier League,2425,Nott'ham Forest,Ola Aina,NGA,DF,27,1996,33.3,1708,156,613,717,409,22,1708,72,33,45.8,27,37.5,749,4798,2787,67,46,10,44,22,823,67
ENG-Premier League,2425,Nott'ham Forest,Ramón Sosa,PAR,"FW,MF",24,1999,3.3,154,6,36,48,77,15,154,13,8,61.5,5,38.5,75,601,333,12,7,5,6,5,81,17
ENG-Premier League,2425,Nott'ham Forest,Ryan Yates,ENG,MF,26,1997,21.3,1041,80,276,510,266,41,1041,18,9,50.0,5,27.8,424,2057,934,18,18,1,24,18,545,16
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,26,1997,4.6,167,5,16,78,74,21,167,9,4,44.4,5,55.6,90,402,183,6,5,2,19,19,113,20
ENG-Premier League,2425,Nott'ham Forest,Willy Boly,CIV,DF,33,1991,1.7,97,22,63,32,2,1,97,0,0,,0,,35,128,45,0,0,0,1,0,46,0
ENG-Premier League,2425,Nott'ham Forest,Álex Moreno,ESP,"DF,MF",31,1993,10.6,559,60,210,202,158,8,559,21,8,38.1,8,38.1,229,1470,864,26,16,4,13,6,258,34
ENG-Premier League,2425,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30.0,1314,946,1286,32,0,0,1314,0,0,,0,,786,4017,2349,0,0,0,3,0,702,0
ENG-Premier League,2425,Southampton,Adam Armstrong,ENG,"FW,MF",27,1997,13.9,377,11,44,143,192,49,376,14,6,42.9,8,57.1,235,1324,599,25,13,6,11,18,286,79
ENG-Premier League,2425,Southampton,Adam Lallana,ENG,MF,36,1988,4.0,318,19,91,155,73,6,318,12,5,41.7,5,41.7,178,831,366,6,8,0,10,6,245,10
ENG-Premier League,2425,Southampton,Albert Grønbaek,DEN,"FW,MF",23,2001,1.6,38,2,9,14,15,2,38,4,0,0.0,4,100.0,18,79,15,1,0,1,5,4,21,3
ENG-Premier League,2425,Southampton,Alex McCarthy,ENG,GK,34,1989,5.0,173,141,173,0,0,0,173,0,0,,0,,100,452,276,0,0,0,0,0,88,0
ENG-Premier League,2425,Southampton,Armel Bella Kotchap,GER,DF,22,2001,3.7,263,33,147,115,3,1,263,1,0,0.0,1,100.0,186,936,326,0,0,0,1,0,192,0
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25,1999,5.0,206,4,19,76,112,20,206,4,1,25.0,2,50.0,136,791,394,12,13,4,9,4,171,42
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,16.0,398,16,69,179,154,52,397,37,15,40.5,20,54.1,226,1182,564,22,10,14,40,26,274,66
ENG-Premier League,2425,Southampton,Carlos Alcaraz,ARG,MF,21,2002,0.1,17,0,1,8,9,2,17,2,0,0.0,2,100.0,12,112,98,4,1,0,0,0,12,1
ENG-Premier League,2425,Southampton,Charlie Taylor,ENG,DF,30,1993,4.0,279,35,121,120,39,2,279,2,2,100.0,0,0.0,116,500,187,3,3,0,1,1,172,7
ENG-Premier League,2425,Southampton,Flynn Downes,ENG,MF,25,1999,23.9,1339,99,403,719,227,21,1339,20,8,40.0,8,40.0,641,3520,1826,29,21,4,15,17,945,29
ENG-Premier League,2425,Southampton,Jack Stephens,ENG,DF,30,1994,15.4,1097,128,461,543,97,11,1097,4,0,0.0,4,100.0,631,2996,1407,14,12,1,3,3,783,2
ENG-Premier League,2425,Southampton,James Bree,ENG,DF,26,1997,11.9,694,49,221,308,170,11,694,8,4,50.0,2,25.0,363,1586,808,13,12,1,9,5,443,43
ENG-Premier League,2425,Southampton,Jan Bednarek,POL,DF,28,1996,28.1,2049,386,1091,924,41,15,2049,3,3,100.0,0,0.0,1046,3845,1742,5,5,1,9,3,1307,2
ENG-Premier League,2425,Southampton,Jay Robinson,ENG,"MF,FW",17,2007,1.5,54,4,15,18,22,5,54,11,6,54.5,5,45.5,33,188,92,3,2,1,1,6,29,10
ENG-Premier League,2425,Southampton,Joachim Kayi Sanda,FRA,DF,17,2006,0.2,19,1,8,10,1,1,19,0,0,,0,,14,63,35,0,0,0,1,0,15,0
ENG-Premier League,2425,Southampton,Joe Aribo,NGA,"MF,DF",28,1996,22.4,1271,52,313,670,299,44,1271,49,21,42.9,22,44.9,745,4068,2021,36,29,12,27,19,925,65
ENG-Premier League,2425,Southampton,Joe Lumley,ENG,GK,29,1995,3.0,164,116,161,3,0,0,164,0,0,,0,,103,476,296,0,0,0,0,0,108,0
ENG-Premier League,2425,Southampton,Kamaldeen Sulemana,GHA,"FW,MF",22,2002,15.6,587,17,92,219,301,59,587,103,39,37.9,56,54.4,380,3283,1620,63,37,28,50,25,410,87
ENG-Premier League,2425,Southampton,Kyle Walker-Peters,ENG,DF,27,1997,32.4,2022,151,615,884,540,59,2022,92,38,41.3,39,42.4,1271,7917,4373,114,72,24,32,39,1433,144
ENG-Premier League,2425,Southampton,Lesley Ugochukwu,FRA,MF,20,2004,18.4,879,50,215,501,169,24,879,28,19,67.9,8,28.6,479,2565,1229,29,15,6,12,13,600,20
ENG-Premier League,2425,Southampton,Mateus Fernandes,POR,MF,20,2004,32.3,1760,72,385,867,547,49,1760,109,49,45.0,49,45.0,897,5736,3143,76,70,9,58,36,1077,108
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,27,1996,0.8,34,1,8,14,13,2,34,1,0,0.0,1,100.0,16,73,26,1,0,1,3,0,23,5
ENG-Premier League,2425,Southampton,Nathan Wood-Gordon,ENG,DF,22,2002,8.6,564,75,282,255,28,3,564,6,4,66.7,1,16.7,313,1352,535,2,6,0,5,1,419,0
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,11.7,440,17,45,235,163,67,440,26,8,30.8,14,53.8,214,857,248,7,5,2,50,36,358,40
ENG-Premier League,2425,Southampton,Ronnie Edwards,ENG,DF,21,2003,0.1,6,3,4,2,0,0,6,0,0,,0,,3,10,0,0,0,0,0,0,5,0
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,4.3,140,9,25,55,62,15,140,5,3,60.0,2,40.0,64,298,81,3,0,4,7,9,100,10
ENG-Premier League,2425,Southampton,Ryan Fraser,SCO,"FW,DF",30,1994,3.4,131,12,45,50,37,3,131,3,2,66.7,1,33.3,74,492,252,10,5,2,4,2,94,18
ENG-Premier League,2425,Southampton,Ryan Manning,IRL,"DF,MF",28,1996,16.2,968,72,260,397,321,22,968,36,11,30.6,16,44.4,483,2023,982,14,13,4,17,5,573,74
ENG-Premier League,2425,Southampton,Samuel Amo-Ameyaw,ENG,"FW,DF",18,2006,0.3,16,0,5,5,7,1,16,4,0,0.0,3,75.0,11,98,68,1,0,1,0,2,11,3
ENG-Premier League,2425,Southampton,Samuel Edozie,ENG,"DF,FW",21,2003,0.7,43,0,0,7,36,10,43,4,2,50.0,2,50.0,34,336,197,6,2,4,4,0,39,23
ENG-Premier League,2425,Southampton,Taylor Harwood-Bellis,ENG,DF,22,2002,31.4,2475,340,1158,1145,182,42,2475,3,3,100.0,0,0.0,1433,6776,3938,29,27,0,16,5,1792,9
ENG-Premier League,2425,Southampton,Tyler Dibling,ENG,"FW,MF",18,2006,20.8,868,27,129,390,369,41,868,110,45,40.9,43,39.1,558,4418,2215,69,50,26,44,55,651,96
ENG-Premier League,2425,Southampton,Welington,BRA,DF,23,2001,5.4,276,31,113,102,64,3,276,9,5,55.6,3,33.3,100,389,197,5,4,1,9,4,120,19
ENG-Premier League,2425,Southampton,William Smallbone,IRL,MF,24,2000,7.7,431,17,83,213,139,17,431,6,4,66.7,2,33.3,193,787,397,5,9,1,12,6,262,25
ENG-Premier League,2425,Southampton,Yukinari Sugawara,JPN,"DF,MF",24,2000,17.3,1066,67,327,410,334,29,1066,20,9,45.0,10,50.0,564,2569,1384,33,16,7,18,5,709,78
ENG-Premier League,2425,Tottenham,Alfie Dorrington,ENG,DF,19,2005,0.2,16,0,11,5,0,0,16,0,0,,0,,12,61,26,0,0,0,0,0,13,0
ENG-Premier League,2425,Tottenham,Antonín Kinský,CZE,GK,21,2003,6.0,237,205,234,3,0,0,237,0,0,,0,,144,760,491,1,0,0,0,0,126,0
ENG-Premier League,2425,Tottenham,Archie Gray,ENG,"DF,MF",18,2006,19.5,1286,150,609,582,106,3,1286,13,7,53.8,5,38.5,878,4023,1678,7,5,0,12,11,941,17
ENG-Premier League,2425,Tottenham,Ben Davies,WAL,DF,31,1993,14.8,1186,215,643,495,48,13,1186,1,1,100.0,0,0.0,664,3255,1824,14,10,0,5,0,781,6
ENG-Premier League,2425,Tottenham,Brandon Austin,ENG,GK,25,1999,1.0,36,30,36,0,0,0,36,0,0,,0,,22,104,46,0,0,0,0,0,16,0
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23,2001,24.2,853,18,98,292,475,125,853,44,19,43.2,22,50.0,544,2939,1460,60,23,35,26,17,626,197
ENG-Premier League,2425,Tottenham,Cristian Romero,ARG,DF,26,1998,15.7,1377,157,594,720,74,23,1377,4,1,25.0,2,50.0,896,4702,2893,12,18,0,10,5,936,3
ENG-Premier League,2425,Tottenham,Dane Scarlett,ENG,"FW,MF",20,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1
ENG-Premier League,2425,Tottenham,Dejan Kulusevski,SWE,"MF,FW",24,2000,26.5,1276,24,149,432,719,158,1276,117,38,32.5,71,60.7,823,6157,3208,120,67,40,77,74,895,210
ENG-Premier League,2425,Tottenham,Destiny Udogie,ITA,DF,21,2002,21.4,1376,63,394,609,389,49,1376,32,13,40.6,16,50.0,758,4340,2352,54,40,12,37,19,819,94
ENG-Premier League,2425,Tottenham,Djed Spence,ENG,DF,23,2000,19.9,1428,81,500,641,309,25,1428,76,38,50.0,31,40.8,794,4661,2481,59,44,7,28,33,872,70
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,24.5,655,33,74,299,288,112,654,51,17,33.3,31,60.8,385,2126,848,31,23,14,69,51,459,88
ENG-Premier League,2425,Tottenham,Fraser Forster,ENG,GK,36,1988,7.0,228,212,228,0,0,0,228,1,1,100.0,0,0.0,113,501,264,0,0,0,1,0,94,0
ENG-Premier League,2425,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24.0,928,626,910,18,0,0,928,1,1,100.0,0,0.0,661,3067,1700,0,0,0,0,0,597,0
ENG-Premier League,2425,Tottenham,James Maddison,ENG,MF,27,1996,20.1,1464,26,210,691,576,77,1464,77,33,42.9,34,44.2,1026,5128,2279,45,39,20,23,25,1125,95
ENG-Premier League,2425,Tottenham,Kevin Danso,AUT,DF,25,1998,9.4,676,108,394,257,29,8,676,3,2,66.7,1,33.3,448,2428,1195,11,5,1,8,3,475,1
ENG-Premier League,2425,Tottenham,Lucas Bergvall,SWE,MF,18,2006,13.5,885,36,188,478,232,22,885,45,21,46.7,20,44.4,531,3392,1634,33,21,4,20,19,586,31
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,10.1,414,9,58,150,217,40,413,53,15,28.3,31,58.5,266,1578,805,28,23,11,28,15,279,72
ENG-Premier League,2425,Tottenham,Micky van de Ven,NED,DF,23,2001,11.3,895,110,460,408,36,9,895,8,4,50.0,4,50.0,620,2883,1407,8,10,1,5,5,651,1
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,16,2007,4.1,142,4,17,43,83,13,142,17,2,11.8,13,76.5,106,781,374,12,6,5,10,7,107,40
ENG-Premier League,2425,Tottenham,Pape Matar Sarr,SEN,MF,21,2002,21.3,1253,47,274,699,302,28,1253,30,11,36.7,16,53.3,772,4547,1918,33,37,5,29,22,872,53
ENG-Premier League,2425,Tottenham,Pedro Porro,ESP,DF,24,1999,29.0,2237,128,675,812,763,32,2237,40,14,35.0,24,60.0,1187,5444,2841,65,43,5,25,18,1291,109
ENG-Premier League,2425,Tottenham,Radu Drăgușin,ROU,DF,22,2002,13.9,961,148,510,430,30,12,961,2,0,0.0,0,0.0,623,3349,1666,7,3,0,8,2,669,2
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,5.6,173,8,21,89,64,29,173,16,1,6.3,14,87.5,89,424,168,8,8,3,9,8,120,22
ENG-Premier League,2425,Tottenham,Rodrigo Bentancur,URU,MF,27,1997,18.3,1302,76,323,774,216,24,1302,19,9,47.4,8,42.1,764,3568,1502,28,24,5,19,20,848,34
ENG-Premier League,2425,Tottenham,Sergio Reguilón,ESP,DF,27,1996,2.2,167,9,57,73,38,3,167,6,2,33.3,1,16.7,88,383,233,5,2,1,2,1,97,12
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,1134,16,115,362,668,122,1132,83,29,34.9,41,49.4,761,4914,2613,96,49,44,25,32,867,265
ENG-Premier League,2425,Tottenham,Timo Werner,GER,"FW,MF",28,1996,5.7,298,8,24,78,203,33,298,19,10,52.6,8,42.1,215,1768,1062,42,24,18,14,6,227,89
ENG-Premier League,2425,Tottenham,Will Lankshear,ENG,"FW,MF",19,2005,0.1,3,0,0,2,1,0,3,0,0,,0,,3,3,0,0,0,0,2,0,3,1
ENG-Premier League,2425,Tottenham,Wilson Odobert,FRA,"FW,MF",19,2004,9.4,381,7,46,142,197,35,381,32,12,37.5,17,53.1,265,1949,1146,45,25,18,21,17,273,66
ENG-Premier League,2425,Tottenham,Yves Bissouma,MLI,MF,27,1996,15.6,1039,71,304,584,159,5,1039,22,7,31.8,15,68.2,610,3602,1611,15,17,0,25,15,704,3
ENG-Premier League,2425,West Ham,Aaron Cresswell,ENG,DF,34,1989,9.2,687,45,270,328,94,2,687,2,1,50.0,1,50.0,291,1102,526,6,8,0,4,0,437,4
ENG-Premier League,2425,West Ham,Aaron Wan-Bissaka,COD,DF,26,1997,35.0,2256,147,682,969,637,48,2256,122,64,52.5,43,35.2,1092,6700,3661,110,65,15,35,22,1322,167
ENG-Premier League,2425,West Ham,Alphonse Areola,FRA,GK,31,1993,25.1,1049,833,1038,12,0,0,1049,0,0,,0,,601,2480,1348,0,0,0,0,0,555,0
ENG-Premier League,2425,West Ham,Andy Irving,SCO,MF,24,2000,1.8,150,7,37,89,24,0,150,1,1,100.0,0,0.0,73,305,137,0,1,0,1,3,104,4
ENG-Premier League,2425,West Ham,Carlos Soler,ESP,"MF,FW",27,1997,15.7,794,27,180,409,210,26,794,18,8,44.4,9,50.0,367,1806,783,17,17,4,14,14,539,37
ENG-Premier League,2425,West Ham,Crysencio Summerville,NED,"FW,MF",22,2001,8.7,372,9,47,147,181,38,372,39,13,33.3,18,46.2,207,1463,762,29,15,13,20,16,259,71
ENG-Premier League,2425,West Ham,Danny Ings,ENG,"FW,MF",32,1992,3.2,139,2,15,51,73,27,139,7,4,57.1,2,28.6,63,324,118,6,0,2,6,6,96,29
ENG-Premier League,2425,West Ham,Edson Álvarez,MEX,MF,26,1997,19.7,1239,67,361,693,194,12,1239,33,14,42.4,14,42.4,687,3783,1714,24,22,2,27,15,830,18
ENG-Premier League,2425,West Ham,Emerson Palmieri,ITA,DF,29,1994,23.5,1325,82,422,559,359,28,1325,30,10,33.3,17,56.7,555,3013,1737,47,25,9,24,7,747,83
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,66,1,6,30,31,10,66,5,3,60.0,2,40.0,31,123,41,1,1,1,8,5,42,7
ENG-Premier League,2425,West Ham,Guido Rodríguez,ARG,MF,30,1994,12.8,709,54,223,423,64,5,709,6,3,50.0,1,16.7,327,1167,481,4,5,2,4,7,408,7
ENG-Premier League,2425,West Ham,James Ward-Prowse,ENG,MF,29,1994,11.5,849,30,180,513,158,11,849,5,2,40.0,3,60.0,427,1999,845,11,16,0,3,6,593,9
ENG-Premier League,2425,West Ham,Jarrod Bowen,ENG,"FW,MF",27,1996,33.0,1252,28,132,466,678,171,1251,130,44,33.8,76,58.5,741,5306,2501,109,46,61,70,77,834,212
ENG-Premier League,2425,West Ham,Jean-Clair Todibo,FRA,DF,24,1999,20.3,1297,165,716,543,47,11,1297,16,9,56.3,7,43.8,760,3221,1602,9,5,0,14,11,890,5
ENG-Premier League,2425,West Ham,Kaelan Casey,ENG,DF,19,2004,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,West Ham,Konstantinos Mavropanos,GRE,DF,26,1997,22.7,1532,244,806,671,63,24,1532,17,9,52.9,5,29.4,864,4287,2292,17,10,1,12,0,1008,2
ENG-Premier League,2425,West Ham,Lewis Orford,ENG,MF,18,2006,0.5,42,1,8,28,7,2,42,0,0,,0,,22,98,27,0,0,0,1,0,31,1
ENG-Premier League,2425,West Ham,Lucas Paquetá,BRA,"MF,FW",26,1997,26.4,1796,62,367,989,454,59,1794,47,21,44.7,21,44.7,921,3358,1416,26,34,2,54,51,1268,85
ENG-Premier League,2425,West Ham,Luis Guilherme,BRA,"MF,FW",18,2006,1.7,99,3,19,40,41,5,99,13,7,53.8,4,30.8,51,383,165,4,3,1,4,3,69,16
ENG-Premier League,2425,West Ham,Max Kilman,ENG,DF,27,1997,37.2,2374,464,1317,962,113,32,2374,22,16,72.7,2,9.1,1270,5672,3185,31,14,2,17,4,1581,6
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,1990,9.3,296,3,26,124,151,36,296,27,9,33.3,13,48.1,173,1177,695,29,13,9,35,19,221,59
ENG-Premier League,2425,West Ham,Mohammed Kudus,GHA,"FW,MF",23,2000,28.8,1274,13,171,536,612,127,1274,208,92,44.2,98,47.1,842,5574,2613,98,59,42,77,93,989,216
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,1993,8.8,277,19,27,142,110,40,277,8,1,12.5,6,75.0,123,435,215,7,4,2,18,7,205,31
ENG-Premier League,2425,West Ham,Oliver Scarles,ENG,"DF,FW",18,2005,7.4,466,32,159,179,133,9,466,7,2,28.6,5,71.4,219,871,483,12,9,2,12,3,272,44
ENG-Premier League,2425,West Ham,Tomáš Souček,CZE,MF,29,1995,28.5,1280,128,355,626,303,102,1280,12,6,50.0,6,50.0,506,1553,559,9,12,3,20,15,764,68
ENG-Premier League,2425,West Ham,Vladimír Coufal,CZE,DF,31,1992,11.9,736,61,262,318,159,14,736,15,5,33.3,7,46.7,298,1754,888,26,10,2,12,8,400,33
ENG-Premier League,2425,West Ham,Łukasz Fabiański,POL,GK,39,1985,12.9,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,0,248,0
ENG-Premier League,2425,Wolves,Alfie Pond,ENG,DF,20,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,2,0,0,0,0,0,1,0
ENG-Premier League,2425,Wolves,André,BRA,MF,23,2001,27.5,1623,89,439,1046,155,3,1623,32,16,50.0,12,37.5,912,3764,1688,10,17,0,30,21,1093,11
ENG-Premier League,2425,Wolves,Boubacar Traoré,MLI,MF,22,2001,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Carlos Forbs,POR,"MF,FW",20,2004,2.7,121,3,23,39,60,13,121,12,7,58.3,5,41.7,75,468,321,10,3,8,7,4,85,28
ENG-Premier League,2425,Wolves,Chiquinho,POR,MF,24,2000,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0
ENG-Premier League,2425,Wolves,Craig Dawson,ENG,DF,34,1990,10.8,671,130,396,249,28,14,671,5,1,20.0,2,40.0,390,1819,938,6,1,0,2,0,443,5
ENG-Premier League,2425,Wolves,Daniel Bentley,ENG,GK,31,1993,2.0,69,50,68,1,0,0,69,0,0,,0,,39,218,134,0,0,0,0,0,26,0
ENG-Premier League,2425,Wolves,Daniel Podence,POR,"MF,FW",28,1995,0.5,20,0,2,11,7,0,20,2,2,100.0,0,0.0,13,77,43,1,1,0,0,0,17,3
ENG-Premier League,2425,Wolves,Emmanuel Agbadou,CIV,DF,27,1997,15.7,1172,190,649,504,28,7,1172,13,10,76.9,2,15.4,758,3670,1752,6,4,0,6,4,796,2
ENG-Premier League,2425,Wolves,Gonçalo Guedes,POR,"MF,FW",27,1996,11.1,484,6,49,199,250,40,484,28,9,32.1,15,53.6,304,2074,1056,41,27,8,38,18,337,79
ENG-Premier League,2425,Wolves,Hwang Hee-chan,KOR,"MF,FW",28,1996,7.3,271,10,42,105,126,24,271,14,2,14.3,12,85.7,159,989,448,15,5,7,14,10,181,42
ENG-Premier League,2425,Wolves,Jean-Ricner Bellegarde,HAI,"MF,FW",26,1998,18.6,843,24,148,394,318,48,843,61,14,23.0,31,50.8,528,3269,1573,52,38,11,42,29,592,89
ENG-Premier League,2425,Wolves,José Sá,POR,GK,31,1993,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0
ENG-Premier League,2425,Wolves,João Gomes,BRA,MF,23,2001,33.0,1998,62,431,1105,491,45,1998,65,30,46.2,28,43.1,1059,6216,2843,59,51,6,43,51,1335,76
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,736,36,85,348,304,108,736,20,8,40.0,11,55.0,345,1194,464,17,14,9,90,34,534,112
ENG-Premier League,2425,Wolves,Mario Lemina,GAB,"MF,DF",30,1993,15.2,809,92,324,378,119,18,809,16,10,62.5,4,25.0,382,2068,1038,8,12,2,21,11,482,21
ENG-Premier League,2425,Wolves,Marshall Munetsi,ZIM,"MF,FW",28,1996,12.0,364,21,58,182,128,36,364,11,3,27.3,7,63.6,148,580,215,9,4,4,32,12,182,35
ENG-Premier League,2425,Wolves,Mateus Mane,,MF,,,0.0,6,0,0,6,0,0,6,0,0,,0,,2,22,7,0,0,0,0,0,4,0
ENG-Premier League,2425,Wolves,Matheus Cunha,BRA,"MF,FW",25,1999,28.9,1561,23,181,695,733,133,1560,137,61,44.5,61,44.5,904,6724,3336,112,95,41,80,55,1056,161
ENG-Premier League,2425,Wolves,Matt Doherty,IRL,DF,32,1992,23.4,1534,126,614,748,190,26,1534,21,11,52.4,7,33.3,825,3666,2176,29,20,4,11,5,982,41
ENG-Premier League,2425,Wolves,Nasser Djiga,BFA,DF,21,2002,0.7,58,2,17,39,2,0,58,0,0,,0,,32,108,37,0,1,0,1,2,35,2
ENG-Premier League,2425,Wolves,Nélson Semedo,POR,DF,30,1993,32.1,1717,123,483,788,467,27,1717,71,32,45.1,31,43.7,901,5223,2688,67,41,10,42,21,995,119
ENG-Premier League,2425,Wolves,Pablo Sarabia,ESP,"MF,FW",32,1992,9.0,552,4,58,271,226,24,552,15,6,40.0,7,46.7,325,1497,731,15,15,0,22,14,387,62
ENG-Premier League,2425,Wolves,Pedro Lima,BRA,DF,18,2006,0.8,48,0,9,12,28,3,48,3,1,33.3,2,66.7,22,120,83,4,3,1,1,0,30,11
ENG-Premier League,2425,Wolves,Rayan Aït-Nouri,ALG,DF,23,2001,34.5,2148,96,577,916,685,96,2148,137,63,46.0,56,40.9,1129,6166,3205,89,62,28,52,47,1321,176
ENG-Premier League,2425,Wolves,Rodrigo Gomes,POR,"DF,FW",21,2003,9.0,417,24,101,141,182,29,417,15,5,33.3,7,46.7,217,1388,805,23,18,7,21,9,246,81
ENG-Premier League,2425,Wolves,Sam Johnstone,ENG,GK,31,1993,7.0,306,229,304,2,0,0,306,0,0,,0,,196,1221,756,0,0,0,0,0,179,0
ENG-Premier League,2425,Wolves,Santiago Bueno,URU,DF,25,1998,18.7,1025,170,522,485,21,6,1025,4,0,0.0,4,100.0,555,2727,1430,1,2,0,2,2,660,1
ENG-Premier League,2425,Wolves,Tom King,WAL,GK,29,1995,0.0,1,1,1,0,0,0,1,0,0,,0,,1,8,5,0,0,0,0,0,0,0
ENG-Premier League,2425,Wolves,Tommy Doyle,ENG,MF,22,2001,5.4,463,22,128,258,80,4,463,9,5,55.6,1,11.1,260,1417,578,6,3,0,9,4,303,4
ENG-Premier League,2425,Wolves,Toti Gomes,POR,DF,25,1999,29.0,2027,217,942,1000,108,17,2027,32,20,62.5,10,31.3,1205,5793,3203,27,20,0,20,15,1387,18
ENG-Premier League,2425,Wolves,Yerson Mosquera,COL,DF,23,2001,4.9,294,43,170,115,12,7,294,0,0,,0,,168,683,322,0,1,0,4,1,182,0
